4	0.0526316
5	0
6	0.157895
7	0
8	0
9	0.105263
10	0.0526316
11	0.0526316
12	0.368421
13	0.0526316
14	0.105263
15	0.210526
16	0.210526
17	0.263158
18	0.105263
19	0.473684
20	0.473684
21	0.210526
22	0.210526
25	1
50	2.8
100	12.4
250	86.2
500	388
25	0.272727
50	1
100	5.72727
250	38.1818
500	178.364
1000	1216.91
2000	8996.91
3000	8138
4000	18740.8
5000	35600.3
10000	287649
